Identifier;TimeStamp;Begin;End;Open;High;Low;Close;Settlement;Price;ValidationStatus;ChangeComment
EEX_POWER_FUT_DE_BASE_D;2021-01-12T00:00:00.000+0100;2021-01-16T00:00:00.000+0100;2021-01-17T00:00:00.000+0100;61,50;62,00;61,50;62,00;63,57;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-12T00:00:00.000+0100;2021-01-17T00:00:00.000+0100;2021-01-18T00:00:00.000+0100;47,00;47,00;46,25;46,50;46,13;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-12T00:00:00.000+0100;2021-01-18T00:00:00.000+0100;2021-01-19T00:00:00.000+0100;;;;;57,59;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-12T00:00:00.000+0100;2021-01-19T00:00:00.000+0100;2021-01-20T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-12T00:00:00.000+0100;2021-01-20T00:00:00.000+0100;2021-01-21T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-12T00:00:00.000+0100;2021-01-21T00:00:00.000+0100;2021-01-22T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-12T00:00:00.000+0100;2021-01-22T00:00:00.000+0100;2021-01-23T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-12T00:00:00.000+0100;2021-01-23T00:00:00.000+0100;2021-01-24T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-12T00:00:00.000+0100;2021-01-24T00:00:00.000+0100;2021-01-25T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-13T00:00:00.000+0100;2021-01-13T00:00:00.000+0100;2021-01-14T00:00:00.000+0100;;;;;42,47;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-13T00:00:00.000+0100;2021-01-14T00:00:00.000+0100;2021-01-15T00:00:00.000+0100;70,25;73,00;68,47;73,00;70,58;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-13T00:00:00.000+0100;2021-01-15T00:00:00.000+0100;2021-01-16T00:00:00.000+0100;80,60;81,50;80,60;81,50;81,03;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-13T00:00:00.000+0100;2021-01-16T00:00:00.000+0100;2021-01-17T00:00:00.000+0100;;;;;63,25;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-13T00:00:00.000+0100;2021-01-17T00:00:00.000+0100;2021-01-18T00:00:00.000+0100;;;;;52,25;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-13T00:00:00.000+0100;2021-01-18T00:00:00.000+0100;2021-01-19T00:00:00.000+0100;;;;;60,60;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-13T00:00:00.000+0100;2021-01-19T00:00:00.000+0100;2021-01-20T00:00:00.000+0100;;;;;55,31;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-13T00:00:00.000+0100;2021-01-20T00:00:00.000+0100;2021-01-21T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-13T00:00:00.000+0100;2021-01-21T00:00:00.000+0100;2021-01-22T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-13T00:00:00.000+0100;2021-01-22T00:00:00.000+0100;2021-01-23T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-13T00:00:00.000+0100;2021-01-23T00:00:00.000+0100;2021-01-24T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-13T00:00:00.000+0100;2021-01-24T00:00:00.000+0100;2021-01-25T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-14T00:00:00.000+0100;2021-01-15T00:00:00.000+0100;2021-01-16T00:00:00.000+0100;80,50;80,50;77,75;78,00;72,89;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-14T00:00:00.000+0100;2021-01-16T00:00:00.000+0100;2021-01-17T00:00:00.000+0100;;;;;60,18;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-14T00:00:00.000+0100;2021-01-17T00:00:00.000+0100;2021-01-18T00:00:00.000+0100;52,60;52,60;52,60;52,60;53,12;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-14T00:00:00.000+0100;2021-01-18T00:00:00.000+0100;2021-01-19T00:00:00.000+0100;;;;;61,52;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-14T00:00:00.000+0100;2021-01-19T00:00:00.000+0100;2021-01-20T00:00:00.000+0100;;;;;51,75;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-14T00:00:00.000+0100;2021-01-20T00:00:00.000+0100;2021-01-21T00:00:00.000+0100;;;;;49,02;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-14T00:00:00.000+0100;2021-01-21T00:00:00.000+0100;2021-01-22T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-14T00:00:00.000+0100;2021-01-22T00:00:00.000+0100;2021-01-23T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-14T00:00:00.000+0100;2021-01-23T00:00:00.000+0100;2021-01-24T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-14T00:00:00.000+0100;2021-01-24T00:00:00.000+0100;2021-01-25T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-15T00:00:00.000+0100;2021-01-15T00:00:00.000+0100;2021-01-16T00:00:00.000+0100;;;;;72,89;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-15T00:00:00.000+0100;2021-01-16T00:00:00.000+0100;2021-01-17T00:00:00.000+0100;57,00;57,00;55,00;55,00;55,85;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-15T00:00:00.000+0100;2021-01-17T00:00:00.000+0100;2021-01-18T00:00:00.000+0100;52,25;53,00;52,00;53,00;52,53;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-15T00:00:00.000+0100;2021-01-18T00:00:00.000+0100;2021-01-19T00:00:00.000+0100;58,50;58,50;58,00;58,25;58,07;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-15T00:00:00.000+0100;2021-01-19T00:00:00.000+0100;2021-01-20T00:00:00.000+0100;;;;;44,58;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-15T00:00:00.000+0100;2021-01-20T00:00:00.000+0100;2021-01-21T00:00:00.000+0100;;;;;40,19;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-15T00:00:00.000+0100;2021-01-21T00:00:00.000+0100;2021-01-22T00:00:00.000+0100;;;;;41,19;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-15T00:00:00.000+0100;2021-01-22T00:00:00.000+0100;2021-01-23T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-15T00:00:00.000+0100;2021-01-23T00:00:00.000+0100;2021-01-24T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-15T00:00:00.000+0100;2021-01-24T00:00:00.000+0100;2021-01-25T00:00:00.000+0100;;;;;;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-18T00:00:00.000+0100;2021-01-16T00:00:00.000+0100;2021-01-17T00:00:00.000+0100;;;;;55,85;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-18T00:00:00.000+0100;2021-01-17T00:00:00.000+0100;2021-01-18T00:00:00.000+0100;;;;;54,00;;UNVALIDATED;
EEX_POWER_FUT_DE_BASE_D;2021-01-18T00:00:00.000+0100;2021-01-18T00:00:00.000+0100;2021-01-19T00:00:00.000+0100;;;;;55,95;;UNVALIDATED;
